hsa-let-7b-5p,CTHRC1
FADS2,ACOT7
hsa-miR-378a-3p,NPNT
hsa-miR-378a-3p,VIM
CDK1,MAD2L1
CDK1,PLK1
CDK1,ZWINT
CDK1,HIST1H4I
CDK1,HIST1H4H
CDK1,DSN1
CDK1,FOXM1
CDK1,HIST2H2BE
CDK1,KIF2C
CDK1,RAD21
CDK1,ANAPC11
CDK1,SMC4
CDK1,AURKA
CDK1,AURKB
CDK1,CDCA5
CDK1,CDCA8
CDK1,NUP210
CDK1,BIRC5
CDK1,CENPM
CDK1,BUB1
CDK1,NUF2
CDK1,HIST1H2BD
CDK1,ZWILCH
CDK1,RCC2
CDK1,UBE2C
CDK1,H2AFX
CDK1,H2AFZ
CDK1,CDC20
CDK1,NCAPH
CDK1,NCAPG
CDK1,SPC25
CDK1,SPC24
ARHGAP11A,RHOQ
ARHGAP11A,RHOD
PSMB3,MAD2L1
PSMB3,CCNA2
PSMB3,UBE2C
PSMB3,ANAPC11
PSMB3,CDC20
PSMB3,CDK1
hsa-miR-9-5p,CCND1
hsa-miR-9-5p,STMN1
hsa-miR-9-5p,UHRF1
VAV2,RHOQ
VAV2,PIK3R1
VAV2,RHOD
hsa-miR-16-5p,CCND1
hsa-miR-16-5p,YAP1
HMGB2,HIST1H1C
BIRC5,RACGAP1
BIRC5,KIF23
BIRC5,KIF2C
hsa-miR-149-5p,FOXM1
PSMD3,MAD2L1
PSMD3,CCNA2
PSMD3,UBE2C
PSMD3,ANAPC11
PSMD3,CDC20
PSMD3,CDK1
EZH2,HIST1H4I
EZH2,HIST1H4H
EZH2,H2AFX
EZH2,H2AFZ
EZH2,HIST1H2BD
EZH2,HIST2H2BE
BUB1,PLK1
BUB1,BIRC5
BUB1,CDCA8
BUB1,AURKB
HIST2H2BE,HIST1H4I
HIST2H2BE,HIST1H4H
hsa-let-7f-5p,CCND1
hsa-let-7f-5p,SOCS3
VAV3,RHOQ
VAV3,RHOD
FCGR3A,BAIAP2
FCGR3A,VAV3
FCGR3A,VAV2
MYBL2,PLK1
MYBL2,CCNB2
MYBL2,CCNB1
MYBL2,CDK1
ECT2,RHOQ
ECT2,RHOD
hsa-miR-193b-3p,CCND1
hsa-miR-193b-3p,RAD51
hsa-miR-193b-3p,PLAU
AURKB,STMN1
AURKB,RACGAP1
AURKB,SMC4
AURKB,KIF23
AURKB,VIM
AURKB,NCAPH
AURKB,NCAPG
AURKB,KIF2C
KCNS3,FXYD3
CDCA8,RACGAP1
CDCA8,KIF23
CDCA8,KIF2C
BCL9,HIST1H4I
BCL9,HIST1H4H
BCL9,H2AFX
BCL9,H2AFZ
BCL9,HIST1H2BD
BCL9,HIST2H2BE
hsa-miR-29b-3p,PIK3R1
hsa-miR-29b-3p,MMP9
STAT5B,CCNA2
STAT5B,CISH
STAT5B,FOS
LOXL1,MFAP2
EFNA4,VAV3
EFNA4,VAV2
hsa-miR-29c-3p,COL3A1
hsa-miR-199a-5p,ERBB3
hsa-miR-199a-5p,EZH2
CCNA2,MCM4
CCNA2,FOXM1
CCNA2,MCM2
CCNA2,CDC6
PLAU,PLAUR
hsa-miR-145-5p,EPAS1
RUVBL1,HIST1H4I
RUVBL1,HIST1H4H
RUVBL1,H2AFX
RUVBL1,H2AFZ
RUVBL1,HIST1H2BD
RUVBL1,HIST2H2BE
USP18,MX1
CCNB2,MAD2L1
CCNB2,PLK1
CCNB2,ZWINT
CCNB2,BIRC5
CCNB2,DSN1
CCNB2,FOXM1
CCNB2,KIF2C
CCNB2,RAD21
CCNB2,SMC4
CCNB2,AURKB
CCNB2,CDCA5
CCNB2,CDCA8
CCNB2,NUP210
CCNB2,CENPM
CCNB2,BUB1
CCNB2,NUF2
CCNB2,ZWILCH
CCNB2,RCC2
CCNB2,CDC20
CCNB2,NCAPH
CCNB2,NCAPG
CCNB2,SPC25
CCNB2,SPC24
hsa-miR-128-3p,NEK2
hsa-miR-128-3p,NECTIN4
hsa-miR-128-3p,PIK3R1
hsa-miR-542-3p,PIK3R1
hsa-miR-183-5p,IDH2
hsa-miR-183-5p,EZR
hsa-miR-183-5p,PCLAF
TYMP,HPRT1
hsa-miR-98-5p,EZH2
hsa-miR-199b-3p,PAK4
ARHGAP39,RHOQ
ARHGAP39,RHOD
hsa-miR-103a-3p,GPRC5A
hsa-miR-103a-3p,RAD51
