hsa-miR-125b-5p,EIF4EBP1
hsa-miR-125b-5p,BCL3
AOC3,ADH1B
hsa-miR-22-3p,TACC1
ARHGEF6,RHOJ
hsa-miR-484,ZEB1
GNG11,VAV3
hsa-miR-196a-5p,ANXA1
hsa-miR-196a-5p,TGFBR2
hsa-miR-196a-5p,FOXO1
hsa-miR-196a-5p,KRT5
EDN1,COL3A1
EDN1,COL1A2
hsa-miR-152-3p,KLF4
CTSD,HLA-DQB2
hsa-miR-199a-3p,MET
hsa-miR-199a-3p,CAV2
hsa-miR-199a-3p,KDR
CXCL12,GNG2
ATP2B4,SORBS1
ATP2B4,MYH11
ATP2B4,LMOD1
ATP2B4,ACTG2
TCF7L2,H2AFZ
TCF7L2,HIST1H2AC
TCF7L2,HIST2H2BE
KIF22,HLA-DQB2
GNG2,CD3D
GNG2,VAV3
GNG2,CXCL12
GNG2,ARAP3
hsa-miR-200c-3p,KDR
hsa-miR-200c-3p,ZEB1
hsa-miR-200c-3p,MYLK
hsa-miR-200c-3p,FBLN5
hsa-miR-139-5p,MET
hsa-miR-139-5p,ADGRL4
hsa-miR-25-3p,RECK
hsa-miR-25-3p,KLF4
hsa-miR-455-3p,ZEB1
ACSL4,CRABP2
KIT,VAV3
hsa-miR-148a-3p,MET
hsa-miR-148a-3p,QKI
hsa-miR-148a-3p,S1PR1
hsa-miR-24-3p,GATA3
hsa-miR-26a-5p,HMGA1
NT5E,TYMP
HLA-DQB2,CD3D
hsa-miR-93-5p,TGFBR2
hsa-miR-93-5p,MMP3
hsa-miR-93-5p,ABCA1
hsa-miR-29a-3p,KLF4
hsa-miR-29a-3p,COL1A2
hsa-miR-29a-3p,S100B
ADH1B,ALDH1A1
CHST3,BGN
hsa-miR-23b-3p,MET
hsa-miR-23b-3p,ZEB1
hsa-miR-23b-3p,PLAU
hsa-miR-221-3p,RECK
hsa-miR-221-3p,TRPS1
hsa-miR-221-3p,CERS2
hsa-miR-221-3p,SOCS3
hsa-miR-221-3p,CDKN1C
hsa-miR-221-3p,CXCL12
VAV3,RHOJ
DTYMK,NT5E
hsa-miR-27b-3p,CDH11
hsa-miR-27b-3p,HMGB3
hsa-miR-27b-3p,MET
hsa-miR-27b-3p,ABCA1
hsa-miR-27b-3p,FZD7
hsa-miR-203a-3p,SOCS3
PDGFRA,VAV3
EPHA2,VAV3
EPHA2,EFNA4
EPHA2,ARAP3
hsa-miR-146a-5p,CXCL12
hsa-miR-146a-5p,CCL5
hsa-miR-146b-5p,PDGFRA
hsa-miR-582-3p,SFRP1
HBEGF,VAV3
KDR,VAV3
KDR,S1PR1
CLIC2,SORBS1
CLIC2,MYH11
CLIC2,LMOD1
CLIC2,ACTG2
EFNA4,VAV3
PLA2G2A,ENPP2
PLA2G2A,LPCAT2
PLA2G2A,LPCAT1
hsa-miR-92a-3p,RAD21
hsa-miR-30e-5p,MBNL2
hsa-miR-17-5p,EGR2
hsa-miR-17-5p,TGFBR2
hsa-miR-17-5p,ABCA1
hsa-miR-17-5p,PKD2
hsa-miR-17-5p,RAD21
hsa-miR-182-5p,RECK
hsa-miR-182-5p,PDK4
hsa-miR-182-5p,NRN1
hsa-miR-27a-3p,SFRP1
hsa-miR-27a-3p,MET
hsa-miR-27a-3p,FSTL1
hsa-miR-27a-3p,SPRY2
hsa-miR-27a-3p,ABCA1
hsa-miR-27a-3p,GATA3
ST3GAL4,PRELP
hsa-let-7f-5p,SOCS3
hsa-miR-126-5p,CXCL12
hsa-miR-9-5p,TGFBR2
hsa-miR-9-5p,FOXO1
hsa-miR-141-3p,ZEB1
ALDH1A1,ADH1B
ARAP3,RHOJ
hsa-miR-195-5p,HMGA1
ARHGAP31,RHOJ
hsa-miR-142-5p,TGFBR2
KLF4,TCF7L2
LPCAT2,PLA2G2A
LPCAT2,LPCAT1
LPCAT1,PLA2G2A
LPCAT1,LPCAT2
hsa-miR-223-3p,ZEB1
hsa-miR-100-5p,ACKR3
hsa-miR-200b-3p,FERMT2
hsa-miR-200b-3p,RND3
hsa-miR-200b-3p,ZEB1
hsa-miR-200b-3p,KDR
hsa-miR-34a-5p,RCAN1
hsa-miR-34a-5p,MET
hsa-miR-34a-5p,PDGFRA
hsa-miR-34a-5p,KLF4
hsa-miR-34a-5p,KIT
hsa-miR-145-5p,TGFBR2
hsa-miR-145-5p,ADD3
hsa-miR-145-5p,NEDD9
hsa-miR-145-5p,FZD7
hsa-miR-145-5p,FLI1
hsa-miR-145-5p,KLF4
hsa-miR-145-5p,ERG
hsa-miR-186-5p,TWIST1
hsa-miR-126-3p,CXCL12
hsa-miR-181a-5p,DUSP6
CHST11,BGN
hsa-miR-128-3p,ABCA1
CFH,C3
TYMP,NT5E
hsa-miR-103a-3p,KLF4
hsa-miR-103a-3p,GPD1
CANT1,NT5E
CHPF,BGN
MMP3,HBEGF
MMP3,LAMB3
